product_key,batch_number,expiry_date,quantity,unit_cost
PVN1942,TON-DAU-SAPO,2030-12-31,9,24887.5333
PVN1943,TON-DAU-SAPO,2030-12-31,0.75,310000
PVN1941,TON-DAU-SAPO,2030-12-31,4,7628.3718
PVN1939,TON-DAU-SAPO,2030-12-31,10,17702.85
PVN1940,TON-DAU-SAPO,2030-12-31,0.8333,216996
PPVVVN43,TON-DAU-SAPO,2030-12-31,3,16734.4387
PPVVVN44,TON-DAU-SAPO,2030-12-31,0.125,360000
PPVVVN46,TON-DAU-SAPO,2030-12-31,2,28667
PPVVVN48,TON-DAU-SAPO,2030-12-31,2,37424.257
PPVVVN49,TON-DAU-SAPO,2030-12-31,0.1667,450000
PPVVVN50,TON-DAU-SAPO,2030-12-31,3,44000
PPVVVN53,TON-DAU-SAPO,2030-12-31,1,74957.143
PPVVVN54,TON-DAU-SAPO,2030-12-31,1,36000
PPVVVN55,TON-DAU-SAPO,2030-12-31,1,24000
PPVVVN56,TON-DAU-SAPO,2030-12-31,3,57000
PPVVVN57,TON-DAU-SAPO,2030-12-31,3,55124.074
PPVVVN60,TON-DAU-SAPO,2030-12-31,5,11651.7939
PPVVVN62,TON-DAU-SAPO,2030-12-31,1,29000
PPVVVN65,TON-DAU-SAPO,2030-12-31,1,53000
PPVVVN66,TON-DAU-SAPO,2030-12-31,1,53000
PPVVVN70,TON-DAU-SAPO,2030-12-31,1,80000
PPVVVN82,TON-DAU-SAPO,2030-12-31,4,5965.9095
PPVVVN84,TON-DAU-SAPO,2030-12-31,5,13930.794
PPVVVN85,TON-DAU-SAPO,2030-12-31,22,-0.0042
PPVVVN86,TON-DAU-SAPO,2030-12-31,2.2,20000
PPVVVN87,TON-DAU-SAPO,2030-12-31,40,3828.1939
PPVVVN88,TON-DAU-SAPO,2030-12-31,3.3333,60000
PPVVVN92,TON-DAU-SAPO,2030-12-31,14,4984.4933
PPVVVN93,TON-DAU-SAPO,2030-12-31,1.1667,60000
PPVVVN107,TON-DAU-SAPO,2030-12-31,6,12023.9141
PPVVVN108,TON-DAU-SAPO,2030-12-31,2,35000
PPVVVN114,TON-DAU-SAPO,2030-12-31,2,44799.2166
PPVVVN115,TON-DAU-SAPO,2030-12-31,3,53020.8333
PPVVVN123,TON-DAU-SAPO,2030-12-31,2,20000
PPVVVN131,TON-DAU-SAPO,2030-12-31,1,45000
PPVVVN138,TON-DAU-SAPO,2030-12-31,1,64848.395
PPVVVN147,TON-DAU-SAPO,2030-12-31,2,32777.777
PPVVVN148,TON-DAU-SAPO,2030-12-31,1,26300
PPVVVN151,TON-DAU-SAPO,2030-12-31,1,26300
PPVVVN152,TON-DAU-SAPO,2030-12-31,1,64000
PPVVVN153,TON-DAU-SAPO,2030-12-31,1,35759.359
PPVVVN156,TON-DAU-SAPO,2030-12-31,3,55882.778
PPVVVN161,TON-DAU-SAPO,2030-12-31,1,69000
PPVVVN166,TON-DAU-SAPO,2030-12-31,2,35000
PPVVVN167,TON-DAU-SAPO,2030-12-31,2,77000
PPVVVN198,TON-DAU-SAPO,2030-12-31,1,53500
PPVVVN216,TON-DAU-SAPO,2030-12-31,459,929.8938
PPVVVN217,TON-DAU-SAPO,2030-12-31,4.59,93000
PPVVVN221,TON-DAU-SAPO,2030-12-31,3,51777.7777
PPVVVN222,TON-DAU-SAPO,2030-12-31,96,1265.6796
PPVVVN223,TON-DAU-SAPO,2030-12-31,1.92,69000
PPVVVN228,TON-DAU-SAPO,2030-12-31,9,3952.736
PPVVVN231,TON-DAU-SAPO,2030-12-31,5,3969.693
PPVVVN232,TON-DAU-SAPO,2030-12-31,3,10000
PPVVVN233,TON-DAU-SAPO,2030-12-31,0.15,9000
PPVVVN234,TON-DAU-SAPO,2030-12-31,2,87916.804
PPVVVN237,TON-DAU-SAPO,2030-12-31,12,4471.0337
PPVVVN250,TON-DAU-SAPO,2030-12-31,2,73666.667
PPVVVN256,TON-DAU-SAPO,2030-12-31,1,57500
PPVVVN258,TON-DAU-SAPO,2030-12-31,2,41929.903
PPVVVN262,TON-DAU-SAPO,2030-12-31,2,23283.8555
PPVVVN264,TON-DAU-SAPO,2030-12-31,1,47000
PVN1935,TON-DAU-SAPO,2030-12-31,6,44967.2449
PVN1936,TON-DAU-SAPO,2030-12-31,2,133000
PVN1933,TON-DAU-SAPO,2030-12-31,7,82311.7603
PVN1934,TON-DAU-SAPO,2030-12-31,3.5,168000
PVN1926,TON-DAU-SAPO,2030-12-31,24,11500
PVN1927,TON-DAU-SAPO,2030-12-31,2.4,115000
PVN1919,TON-DAU-SAPO,2030-12-31,2,23623.377
PVN1920,TON-DAU-SAPO,2030-12-31,0.3333,130000
PVN1915,TON-DAU-SAPO,2030-12-31,7,6741.1743
PVN1916,TON-DAU-SAPO,2030-12-31,3.5,12000
PVN1911,TON-DAU-SAPO,2030-12-31,1,20000
PVN1912,TON-DAU-SAPO,2030-12-31,0.1,200000
PVN1906,TON-DAU-SAPO,2030-12-31,4,1916.2801
PVN1907,TON-DAU-SAPO,2030-12-31,0.4,110000
PVN1904,TON-DAU-SAPO,2030-12-31,24,9118.5394
PVN1905,TON-DAU-SAPO,2030-12-31,8,27500
PVN1895,TON-DAU-SAPO,2030-12-31,5,25983.4908
PVN1890,TON-DAU-SAPO,2030-12-31,3,11000
PVN1891,TON-DAU-SAPO,2030-12-31,0.3,110000
PVN1883,TON-DAU-SAPO,2030-12-31,10,16454.5267
PVN1884,TON-DAU-SAPO,2030-12-31,0.6667,226500
PVN1873,TON-DAU-SAPO,2030-12-31,3,56000
PVN1871,TON-DAU-SAPO,2030-12-31,33,5357.14
PVN1869,TON-DAU-SAPO,2030-12-31,3,5000
PVN1870,TON-DAU-SAPO,2030-12-31,0.12,125000
PVN1865,TON-DAU-SAPO,2030-12-31,25,3372.7465
PVN1866,TON-DAU-SAPO,2030-12-31,2.5,34000
PVN1863,TON-DAU-SAPO,2030-12-31,43,5507.266
PVN1864,TON-DAU-SAPO,2030-12-31,1.72,134000
PVN1861,TON-DAU-SAPO,2030-12-31,26,4079.5175
PVN1862,TON-DAU-SAPO,2030-12-31,1.04,100000
PVN1857,TON-DAU-SAPO,2030-12-31,20,2394.6935
PVN1858,TON-DAU-SAPO,2030-12-31,0.4,118000
PVN1854,TON-DAU-SAPO,2030-12-31,20,4601.1259
PVN1855,TON-DAU-SAPO,2030-12-31,0.8,115000
PVN1847,TON-DAU-SAPO,2030-12-31,38,5286.5863
PVN1848,TON-DAU-SAPO,2030-12-31,1.52,130000
PVN1845,TON-DAU-SAPO,2030-12-31,2,29000
PVN1846,TON-DAU-SAPO,2030-12-31,1,58000
PVN1841,TON-DAU-SAPO,2030-12-31,3,58846
PVN1842,TON-DAU-SAPO,2030-12-31,1.5,117692
PVN1839,TON-DAU-SAPO,2030-12-31,6,59350
PVN1840,TON-DAU-SAPO,2030-12-31,3,105000
PVN1832,TON-DAU-SAPO,2030-12-31,7,23135.2193
PVN1833,TON-DAU-SAPO,2030-12-31,2.3333,72000
PVN1829,TON-DAU-SAPO,2030-12-31,15,32930.9903
PVN1826,TON-DAU-SAPO,2030-12-31,4,143999.9998
PVN1827,TON-DAU-SAPO,2030-12-31,2,288000
PVN1824,TON-DAU-SAPO,2030-12-31,4,92206.667
PVN1825,TON-DAU-SAPO,2030-12-31,2,183000
PVN1821,TON-DAU-SAPO,2030-12-31,5,23500
PVN1816,TON-DAU-SAPO,2030-12-31,7,39903.2176
PVN1815,TON-DAU-SAPO,2030-12-31,8,18125
PVN1814,TON-DAU-SAPO,2030-12-31,5,35000
PVN1811,TON-DAU-SAPO,2030-12-31,1,0
PVN1810,TON-DAU-SAPO,2030-12-31,6,70000
PVN1807,TON-DAU-SAPO,2030-12-31,8,6769.231
PVN1805,TON-DAU-SAPO,2030-12-31,20,3513.9786
PVN2191,TON-DAU-SAPO,2030-12-31,2,35500
PVN1801,TON-DAU-SAPO,2030-12-31,2,69923.4435
PVN1799,TON-DAU-SAPO,2030-12-31,12,1310.638
PVN1800,TON-DAU-SAPO,2030-12-31,0.6,28000
PVN1794,TON-DAU-SAPO,2030-12-31,1,14279.903
PVN1795,TON-DAU-SAPO,2030-12-31,0.5,50000
PVN1786,TON-DAU-SAPO,2030-12-31,2,12011.283
PVN1787,TON-DAU-SAPO,2030-12-31,1,25000
PVN1784,TON-DAU-SAPO,2030-12-31,2,55409.458
PVN1785,TON-DAU-SAPO,2030-12-31,1,111510
PVN1782,TON-DAU-SAPO,2030-12-31,68,1000
PVN1783,TON-DAU-SAPO,2030-12-31,2.8333,24000
PVN1780,TON-DAU-SAPO,2030-12-31,116,1534.2012
PVN1781,TON-DAU-SAPO,2030-12-31,4.8333,38556
PVN1778,TON-DAU-SAPO,2030-12-31,10,2666.6652
PVN1779,TON-DAU-SAPO,2030-12-31,0.4167,72000
PVN1774,TON-DAU-SAPO,2030-12-31,132,1719.8844
PVN1775,TON-DAU-SAPO,2030-12-31,5.5,39000
PVN1771,TON-DAU-SAPO,2030-12-31,11,3800
PVN1772,TON-DAU-SAPO,2030-12-31,0.3667,114000
PVN1768,TON-DAU-SAPO,2030-12-31,1,0
PVN1767,TON-DAU-SAPO,2030-12-31,2,33877.5
PVN1765,TON-DAU-SAPO,2030-12-31,4,5000
PVN1766,TON-DAU-SAPO,2030-12-31,0.16,68000
PVN1764,TON-DAU-SAPO,2030-12-31,1,54654.915
PVN1761,TON-DAU-SAPO,2030-12-31,2,40800
PVN1759,TON-DAU-SAPO,2030-12-31,7,15499.9659
PVN1760,TON-DAU-SAPO,2030-12-31,3.5,31000
PVN1758,TON-DAU-SAPO,2030-12-31,3,172000
PVN1757,TON-DAU-SAPO,2030-12-31,3,21000
PVN1756,TON-DAU-SAPO,2030-12-31,3,103482.195
PVN1750,TON-DAU-SAPO,2030-12-31,17,7586.1286
PVN1751,TON-DAU-SAPO,2030-12-31,1.7,90000
PVN1749,TON-DAU-SAPO,2030-12-31,3,57475
PVN1747,TON-DAU-SAPO,2030-12-31,13,3137.3693
PVN1748,TON-DAU-SAPO,2030-12-31,0.4333,72000
PVN1746,TON-DAU-SAPO,2030-12-31,7,8600
PVN1744,TON-DAU-SAPO,2030-12-31,18,13331.8238
PVN1745,TON-DAU-SAPO,2030-12-31,1.8,121000
PVN1742,TON-DAU-SAPO,2030-12-31,27,16060.8121
PVN1743,TON-DAU-SAPO,2030-12-31,2.7,160650
PVN1739,TON-DAU-SAPO,2030-12-31,10,14934.1699
PVN1737,TON-DAU-SAPO,2030-12-31,4,7199.556
PVN1738,TON-DAU-SAPO,2030-12-31,0.4,72000
PVN1731,TON-DAU-SAPO,2030-12-31,5,14051.9896
PVN1729,TON-DAU-SAPO,2030-12-31,15,7264.8054
PVN1730,TON-DAU-SAPO,2030-12-31,1.5,73000
PVN1728,TON-DAU-SAPO,2030-12-31,16,7300.8509
PVN1726,TON-DAU-SAPO,2030-12-31,17,2269.649
PVN1727,TON-DAU-SAPO,2030-12-31,0.17,212000
PVN1725,TON-DAU-SAPO,2030-12-31,3,28716.9801
PVN1718,TON-DAU-SAPO,2030-12-31,5,15000
PVN1719,TON-DAU-SAPO,2030-12-31,0.5,92000
PVN1716,TON-DAU-SAPO,2030-12-31,7,11355.3193
PVN1717,TON-DAU-SAPO,2030-12-31,0.7,126000
PVN1714,TON-DAU-SAPO,2030-12-31,5,3407.421
PVN1715,TON-DAU-SAPO,2030-12-31,0.5,50000
PVN1703,TON-DAU-SAPO,2030-12-31,3,33329.327
PVN1697,TON-DAU-SAPO,2030-12-31,5,13016.979
PVN1698,TON-DAU-SAPO,2030-12-31,0.25,280000
PVN1693,TON-DAU-SAPO,2030-12-31,11,9934.2863
PVN1694,TON-DAU-SAPO,2030-12-31,0.55,210000
PVN1687,TON-DAU-SAPO,2030-12-31,1,8699.5293
PVN1688,TON-DAU-SAPO,2030-12-31,0.05,166500
PVN1679,TON-DAU-SAPO,2030-12-31,9,7834.896
PVN1680,TON-DAU-SAPO,2030-12-31,2.25,32000
PVN1675,TON-DAU-SAPO,2030-12-31,6,17133.7795
PVN2144,TON-DAU-SAPO,2030-12-31,0.6,188000
PVN1666,TON-DAU-SAPO,2030-12-31,2,8000
PVN1658,TON-DAU-SAPO,2030-12-31,18,9962.3194
PVN1659,TON-DAU-SAPO,2030-12-31,1.8,99200
PVN1657,TON-DAU-SAPO,2030-12-31,1,20000
PVN1651,TON-DAU-SAPO,2030-12-31,6,7800
PVN1652,TON-DAU-SAPO,2030-12-31,0.6,78000
PVN1645,TON-DAU-SAPO,2030-12-31,12,7624.7956
PVN1646,TON-DAU-SAPO,2030-12-31,2.4,36667
PVN1644,TON-DAU-SAPO,2030-12-31,0.5,34000
PVN1635,TON-DAU-SAPO,2030-12-31,3,33040
PVN1632,TON-DAU-SAPO,2030-12-31,6,16640
PVN2409,TON-DAU-SAPO,2030-12-31,3,33000
PVN1630,TON-DAU-SAPO,2030-12-31,3,10155.265
PVN1631,TON-DAU-SAPO,2030-12-31,1.5,23000
PVN1628,TON-DAU-SAPO,2030-12-31,1,39914.242
PVN1629,TON-DAU-SAPO,2030-12-31,0.1,395000
PVN1622,TON-DAU-SAPO,2030-12-31,6,10942.5138
PVN1623,TON-DAU-SAPO,2030-12-31,1.5,42500
PVN1620,TON-DAU-SAPO,2030-12-31,47,2399.9994
PVN1621,TON-DAU-SAPO,2030-12-31,4.7,24000
PVN1617,TON-DAU-SAPO,2030-12-31,5,7269.1337
PVN1618,TON-DAU-SAPO,2030-12-31,1.6667,22000
PVN1615,TON-DAU-SAPO,2030-12-31,48,3159.9661
PVN1616,TON-DAU-SAPO,2030-12-31,4.8,32000
PVN1610,TON-DAU-SAPO,2030-12-31,6,31667
PVN1608,TON-DAU-SAPO,2030-12-31,1,203900
PVN1605,TON-DAU-SAPO,2030-12-31,6,13873.019
PVN1606,TON-DAU-SAPO,2030-12-31,3,28091
PVN1598,TON-DAU-SAPO,2030-12-31,19,5540
PVN1599,TON-DAU-SAPO,2030-12-31,1.1875,150400
PVN1594,TON-DAU-SAPO,2030-12-31,5,6473
PVN1595,TON-DAU-SAPO,2030-12-31,0.1667,210000
PVN1592,TON-DAU-SAPO,2030-12-31,3,16200
PVN1593,TON-DAU-SAPO,2030-12-31,0.6,81000
PVN1578,TON-DAU-SAPO,2030-12-31,6,21500
PVN1579,TON-DAU-SAPO,2030-12-31,3,38000
PVN1574,TON-DAU-SAPO,2030-12-31,4,97991.429
PVN1575,TON-DAU-SAPO,2030-12-31,2,196000
PVN1570,TON-DAU-SAPO,2030-12-31,3,22845.455
PVN1571,TON-DAU-SAPO,2030-12-31,1.5,41000
PVN1568,TON-DAU-SAPO,2030-12-31,1,100000
PVN1569,TON-DAU-SAPO,2030-12-31,0.5,200000
PVN1566,TON-DAU-SAPO,2030-12-31,12,22128.486
PVN1567,TON-DAU-SAPO,2030-12-31,0.4286,700000
PVN1562,TON-DAU-SAPO,2030-12-31,1,41349.207
PVN1558,TON-DAU-SAPO,2030-12-31,4,21999.997
PVN1559,TON-DAU-SAPO,2030-12-31,1,88000
PVN1556,TON-DAU-SAPO,2030-12-31,5,16166.336
PVN1554,TON-DAU-SAPO,2030-12-31,2,77977.73
PVN1550,TON-DAU-SAPO,2030-12-31,9,39455.7302
PVN1551,TON-DAU-SAPO,2030-12-31,2.25,180000
PVN1547,TON-DAU-SAPO,2030-12-31,11,7783.2401
PVN1548,TON-DAU-SAPO,2030-12-31,1.1,78000
PVN1543,TON-DAU-SAPO,2030-12-31,8,9199.9981
PVN1544,TON-DAU-SAPO,2030-12-31,1.6,46000
PVN1540,TON-DAU-SAPO,2030-12-31,1,20000
PVN1541,TON-DAU-SAPO,2030-12-31,0.5,40000
PVN1537,TON-DAU-SAPO,2030-12-31,6,10000
PVN1538,TON-DAU-SAPO,2030-12-31,2,90000
PVN1536,TON-DAU-SAPO,2030-12-31,4,25200
PVN1531,TON-DAU-SAPO,2030-12-31,21,7465.7826
PVN1532,TON-DAU-SAPO,2030-12-31,7,22000
PVN1522,TON-DAU-SAPO,2030-12-31,7,22370.761
PVN1523,TON-DAU-SAPO,2030-12-31,0.7,232000
PVN1516,TON-DAU-SAPO,2030-12-31,130,322.037
PVN1517,TON-DAU-SAPO,2030-12-31,13,2900
PVN2189,TON-DAU-SAPO,2030-12-31,1.3,30000
PVN1511,TON-DAU-SAPO,2030-12-31,8,20000
PVN1512,TON-DAU-SAPO,2030-12-31,0.8,350000
PVN1500,TON-DAU-SAPO,2030-12-31,12,2423.9564
PVN1501,TON-DAU-SAPO,2030-12-31,0.3429,86940
PVN1498,TON-DAU-SAPO,2030-12-31,50,4603.8307
PVN1499,TON-DAU-SAPO,2030-12-31,2.5,92077
PVN1492,TON-DAU-SAPO,2030-12-31,5,8959
PVN1493,TON-DAU-SAPO,2030-12-31,0.2083,215016
PVN1490,TON-DAU-SAPO,2030-12-31,53,7265.5607
PVN1491,TON-DAU-SAPO,2030-12-31,2.65,148200
PVN1488,TON-DAU-SAPO,2030-12-31,18,8959
PVN1489,TON-DAU-SAPO,2030-12-31,0.75,215016
PVN1483,TON-DAU-SAPO,2030-12-31,7,4400
PVN1484,TON-DAU-SAPO,2030-12-31,0.2333,132000
PVN1482,TON-DAU-SAPO,2030-12-31,1,15860
PVN1475,TON-DAU-SAPO,2030-12-31,57,7706.8394
PVN1476,TON-DAU-SAPO,2030-12-31,2.85,155000
PVN1465,TON-DAU-SAPO,2030-12-31,23,2310.9102
PVN1466,TON-DAU-SAPO,2030-12-31,2.3,23000
PVN1463,TON-DAU-SAPO,2030-12-31,3,43333.333
PVN1464,TON-DAU-SAPO,2030-12-31,1,130000
PVN1459,TON-DAU-SAPO,2030-12-31,2,31404.779
PVN1460,TON-DAU-SAPO,2030-12-31,0.6667,107000
PVN1455,TON-DAU-SAPO,2030-12-31,14,3457.6116
PVN1456,TON-DAU-SAPO,2030-12-31,1.4,35000
PVN1444,TON-DAU-SAPO,2030-12-31,4,28662.5
PVN1443,TON-DAU-SAPO,2030-12-31,3,17992.5093
PVN1440,TON-DAU-SAPO,2030-12-31,5,25500
PVN1441,TON-DAU-SAPO,2030-12-31,0.5,255000
PVN1439,TON-DAU-SAPO,2030-12-31,5,-0.0013
PVN1434,TON-DAU-SAPO,2030-12-31,3,49714
PVN1426,TON-DAU-SAPO,2030-12-31,36,6715.7686
PVN1427,TON-DAU-SAPO,2030-12-31,12,20000
PVN1423,TON-DAU-SAPO,2030-12-31,5,58855.1136
PVN1424,TON-DAU-SAPO,2030-12-31,1.25,235000
PVN1420,TON-DAU-SAPO,2030-12-31,1,16667
PVN1415,TON-DAU-SAPO,2030-12-31,1,16428.572
PVN1413,TON-DAU-SAPO,2030-12-31,12,7237.3328
PVN1414,TON-DAU-SAPO,2030-12-31,4,23000
PVN1411,TON-DAU-SAPO,2030-12-31,10,7240
PVN1412,TON-DAU-SAPO,2030-12-31,0.4,182000
PVN1409,TON-DAU-SAPO,2030-12-31,6,22370.6666
PVN1410,TON-DAU-SAPO,2030-12-31,2,60000
PVN1405,TON-DAU-SAPO,2030-12-31,2,53333.5
PVN1400,TON-DAU-SAPO,2030-12-31,9,9947.7133
PVN1401,TON-DAU-SAPO,2030-12-31,3,32000
PVN1398,TON-DAU-SAPO,2030-12-31,6,7333.333
PVN1399,TON-DAU-SAPO,2030-12-31,2,22000
PVN1393,TON-DAU-SAPO,2030-12-31,4,47750
PVN1394,TON-DAU-SAPO,2030-12-31,1.3333,139076
PVN1390,TON-DAU-SAPO,2030-12-31,32,815.7827
PVN1391,TON-DAU-SAPO,2030-12-31,0.32,98000
PVN1388,TON-DAU-SAPO,2030-12-31,4,89666.667
PVN1389,TON-DAU-SAPO,2030-12-31,2,188000
PVN1387,TON-DAU-SAPO,2030-12-31,4,64893.8943
PVN1379,TON-DAU-SAPO,2030-12-31,2,89627.3026
PVN1378,TON-DAU-SAPO,2030-12-31,28,21054.8725
PVN1374,TON-DAU-SAPO,2030-12-31,6,12700
PVN1375,TON-DAU-SAPO,2030-12-31,3,25400
PVN1372,TON-DAU-SAPO,2030-12-31,10,3163.935
PVN1373,TON-DAU-SAPO,2030-12-31,1,30000
PVN1363,TON-DAU-SAPO,2030-12-31,3,24666.667
PVN1364,TON-DAU-SAPO,2030-12-31,1,90000
PVN1360,TON-DAU-SAPO,2030-12-31,1,28333.3303
PVN1361,TON-DAU-SAPO,2030-12-31,0.3333,88000
PVN1358,TON-DAU-SAPO,2030-12-31,3,120000
PVN1359,TON-DAU-SAPO,2030-12-31,1,360000
PVN1350,TON-DAU-SAPO,2030-12-31,2,16561.905
PVN1351,TON-DAU-SAPO,2030-12-31,0.6667,51000
PVN1347,TON-DAU-SAPO,2030-12-31,6,4627.327
PVN1348,TON-DAU-SAPO,2030-12-31,2,15640
PVN1342,TON-DAU-SAPO,2030-12-31,1,266343.584
PVN1339,TON-DAU-SAPO,2030-12-31,1,249840
PVN1338,TON-DAU-SAPO,2030-12-31,5,16883.969
PVN1337,TON-DAU-SAPO,2030-12-31,2,249840
PVN1335,TON-DAU-SAPO,2030-12-31,1,76000
PVN1334,TON-DAU-SAPO,2030-12-31,2,204570
PVN1332,TON-DAU-SAPO,2030-12-31,1,246200
PVN1331,TON-DAU-SAPO,2030-12-31,9,17709.22
PVN1329,TON-DAU-SAPO,2030-12-31,1,-0.025
PVN1330,TON-DAU-SAPO,2030-12-31,0.04,260000
PVN1322,TON-DAU-SAPO,2030-12-31,58,4482.1668
PVN1323,TON-DAU-SAPO,2030-12-31,1.16,235000
PVN1320,TON-DAU-SAPO,2030-12-31,5,48000
PVN1313,TON-DAU-SAPO,2030-12-31,8,35627.551
PVN1305,TON-DAU-SAPO,2030-12-31,14,12899.9178
PVN1306,TON-DAU-SAPO,2030-12-31,7,27000
PVN1297,TON-DAU-SAPO,2030-12-31,5,19047.4328
PVN1298,TON-DAU-SAPO,2030-12-31,2.5,38000
PVN1294,TON-DAU-SAPO,2030-12-31,3,70852.3593
PVN1295,TON-DAU-SAPO,2030-12-31,1.5,142000
PVN1291,TON-DAU-SAPO,2030-12-31,3,20321.479
PVN1289,TON-DAU-SAPO,2030-12-31,3,14000
PVN1288,TON-DAU-SAPO,2030-12-31,1,4203.467
PVN1281,TON-DAU-SAPO,2030-12-31,20,4788.8509
PVN1282,TON-DAU-SAPO,2030-12-31,3.3333,30000
PVN1276,TON-DAU-SAPO,2030-12-31,4,8992.409
PVN1277,TON-DAU-SAPO,2030-12-31,2,40000
PVN1273,TON-DAU-SAPO,2030-12-31,1,12600
PVN1274,TON-DAU-SAPO,2030-12-31,0.5,40000
PVN1269,TON-DAU-SAPO,2030-12-31,22,20812.5741
PVN1267,TON-DAU-SAPO,2030-12-31,3,152500
PVN1268,TON-DAU-SAPO,2030-12-31,1.5,305000
PVN1265,TON-DAU-SAPO,2030-12-31,5,18496.9648
PVN1261,TON-DAU-SAPO,2030-12-31,21,4986.3771
PVN1262,TON-DAU-SAPO,2030-12-31,3.5,30000
PVN1260,TON-DAU-SAPO,2030-12-31,4,26074.7315
PVN1259,TON-DAU-SAPO,2030-12-31,7,2581.841
PVN1256,TON-DAU-SAPO,2030-12-31,3,28047.5473
PVN1247,TON-DAU-SAPO,2030-12-31,3,12500.209
PVN1244,TON-DAU-SAPO,2030-12-31,9,5120.8364
PVN1245,TON-DAU-SAPO,2030-12-31,0.36,175000
PVN1239,TON-DAU-SAPO,2030-12-31,8,1048.1407
PVN1240,TON-DAU-SAPO,2030-12-31,0.08,105000
PVN1235,TON-DAU-SAPO,2030-12-31,14,1874.7481
PVN2580,TON-DAU-SAPO,2030-12-31,0.28,90000
PVN1234,TON-DAU-SAPO,2030-12-31,1,39133.594
PVN1233,TON-DAU-SAPO,2030-12-31,1,58000
PVN1231,TON-DAU-SAPO,2030-12-31,16,752.6107
PVN1232,TON-DAU-SAPO,2030-12-31,0.16,77000
PVN1229,TON-DAU-SAPO,2030-12-31,46,680.0827
PVN1230,TON-DAU-SAPO,2030-12-31,0.46,74000
PVN1228,TON-DAU-SAPO,2030-12-31,3,60222.222
PVN1226,TON-DAU-SAPO,2030-12-31,2,42041.7895
PVN1222,TON-DAU-SAPO,2030-12-31,23,2000
PVN1223,TON-DAU-SAPO,2030-12-31,0.23,34000
PVN1219,TON-DAU-SAPO,2030-12-31,27,2198.5282
PVN1220,TON-DAU-SAPO,2030-12-31,0.27,300000
PVN1217,TON-DAU-SAPO,2030-12-31,2,9000
PVN1215,TON-DAU-SAPO,2030-12-31,11,45107.5373
PVN1216,TON-DAU-SAPO,2030-12-31,1.1,451500
PVN1213,TON-DAU-SAPO,2030-12-31,14,2074.126
PVN1214,TON-DAU-SAPO,2030-12-31,0.14,300000
PVN1211,TON-DAU-SAPO,2030-12-31,4,15000
PVN1212,TON-DAU-SAPO,2030-12-31,0.4,150000
PVN1209,TON-DAU-SAPO,2030-12-31,5,6000
PVN1210,TON-DAU-SAPO,2030-12-31,0.1,300000
PVN1205,TON-DAU-SAPO,2030-12-31,11,2300.2219
PVN1206,TON-DAU-SAPO,2030-12-31,0.11,300000
PVN1199,TON-DAU-SAPO,2030-12-31,3,9053.2536
PVN1200,TON-DAU-SAPO,2030-12-31,0.3,100000
PVN1198,TON-DAU-SAPO,2030-12-31,3,146089.6467
PVN1195,TON-DAU-SAPO,2030-12-31,2,110000
PVN1193,TON-DAU-SAPO,2030-12-31,3,24833.3333
PVN1190,TON-DAU-SAPO,2030-12-31,3,10000
PVN1191,TON-DAU-SAPO,2030-12-31,0.25,115000
PVN1186,TON-DAU-SAPO,2030-12-31,7,17557.7989
PVN1187,TON-DAU-SAPO,2030-12-31,0.5833,216000
PVN1182,TON-DAU-SAPO,2030-12-31,1,15000
PVN1181,TON-DAU-SAPO,2030-12-31,11,7873.3303
PVN1176,TON-DAU-SAPO,2030-12-31,3,28888.8887
PVN1177,TON-DAU-SAPO,2030-12-31,0.5,260000
PVN1175,TON-DAU-SAPO,2030-12-31,2,186000
PVN1173,TON-DAU-SAPO,2030-12-31,6,15884.214
PVN1171,TON-DAU-SAPO,2030-12-31,1,27000
PVN1169,TON-DAU-SAPO,2030-12-31,1,112284.7794
PVN1165,TON-DAU-SAPO,2030-12-31,3,22617.1247
PVN1166,TON-DAU-SAPO,2030-12-31,1.5,47000
PVN1164,TON-DAU-SAPO,2030-12-31,2,37250
PVN1159,TON-DAU-SAPO,2030-12-31,2,40487.773
PVN1154,TON-DAU-SAPO,2030-12-31,6,5644.311
PVN1155,TON-DAU-SAPO,2030-12-31,1,36800
PVN1151,TON-DAU-SAPO,2030-12-31,11,4999.9989
PVN1152,TON-DAU-SAPO,2030-12-31,1.8333,30000
PVN1147,TON-DAU-SAPO,2030-12-31,4,104999.915
PVN1168,TON-DAU-SAPO,2030-12-31,2,230000
PVN1141,TON-DAU-SAPO,2030-12-31,4,19399.9946
PVN1138,TON-DAU-SAPO,2030-12-31,23,5206.3663
PVN1139,TON-DAU-SAPO,2030-12-31,2.3,49000
PVN1137,TON-DAU-SAPO,2030-12-31,2,127636
PVN1134,TON-DAU-SAPO,2030-12-31,3,7782.588
PVN1135,TON-DAU-SAPO,2030-12-31,0.3,72000
PVN1132,TON-DAU-SAPO,2030-12-31,1,63979.664
PVN1126,TON-DAU-SAPO,2030-12-31,2,57357.142
PVN1125,TON-DAU-SAPO,2030-12-31,1,215119.565
PVN1114,TON-DAU-SAPO,2030-12-31,6,53287.7267
PVN1113,TON-DAU-SAPO,2030-12-31,6,53397.1497
PVN1112,TON-DAU-SAPO,2030-12-31,1,123000
PVN1111,TON-DAU-SAPO,2030-12-31,2,52000
PVN1106,TON-DAU-SAPO,2030-12-31,4,52941
PVN1101,TON-DAU-SAPO,2030-12-31,3,49361.657
PVN1096,TON-DAU-SAPO,2030-12-31,1,555000
