product_code,product_name,generic_name,barcode,sale_unit_name,retail_price,min_stock_qty,category_code,brand_code,drug_type
PVN3330,Viên Vai gáy Song Nam,,8938540612396,Lọ,140000,,,,1
PVN3329,Acyneo 15g,,8938541668453,Tub,80000,,,,1
PVN3328,Xịt họng Dethopa,,8938541668309,Lọ,70000,,,,1
PVN3326,Say xe V2,,8018799000998,Gói,25000,,,,1
PVN3327,Say xe V2 - Hộp,,PVN3327,Hộp,500000,,,,1
PVN3325,Thymozin C Letco,,8936193786198,Hộp,180000,,,,1
PVN3324,An niệu Traphaco,,8934940034288,Lọ,120000,,,,1
PVN3322,Đại tràng Pluss Gold,,8938527378543,Vỉ,40000,,,,1
PVN3323,Đại tràng Pluss Gold - Hộp,,PVN3323,Hộp,120000,,,,1
PVN3320,Canxi Nano Sharvino,,8938531419751,Vỉ,30000,,,,1
PVN3321,Canxi Nano Sharvino - Hộp,,PVN3321,Hộp,90000,,,,1
PVN3319,Xịt Ectin người lớn,,http://qcheck.vn/49wpqr96yv,Lọ,120000,,,,1
PVN3318,Xịt Ectin trẻ em,,http://qcheck.vn/v9gw4y9v87,Lọ,120000,,,,1
PVN3317,Abuwell đạm sữa,,8936065624214,Hộp,290000,,,,1
PVN3315,"Esunvy mờ sẹo, sáng thâm",,8936065621879,Tub,90000,,,,1
PVN3313,Japatonew 1000,,8936065620636,Vỉ,60000,,,,1
PVN3314,Japatonew 1000 - Hộp,,PVN3314,Hộp,180000,,,,1
PVN3312,Dầu cá Kioils 350,,8936065622470,Lọ,180000,,,,1
PVN3311,Otzo nhỏ mắt,,PVN3311,Lọ,20000,,,,1
PVN3309,Letco Navax,,8935082803053,Ống,10000,,,,1
PVN3310,Letco Navax - Hộp,,PVN3310,Hộp,100000,,,,1
PVN3307,Nước Ion Kiềm,,8938554636012,Chai,6000,,,,1
PVN3308,Nước Ion Kiềm - Kiện,,PVN3308,Kiện,120000,,,,1
PVN3306,Febustad 40mg,,PVN3306,Vỉ,125000,,,,1
PVN3304,Kavel 400IU,,8938535610116,Lọ,90000,,,,1
PVN3303,Sữa rửa mặt trà xanh Green Tea,,8809772620339,Tub,40000,,,,1
PVN3302,Traluvi,,PVN3302,Lọ,45000,,,,1
PVN3301,Ích mẫu TW3,,PVN3301,Hộp,50000,,,,1
PVN3300,Kem Sorena,,8936098964714,Tub,75000,,,,1
PVN3299,VitK2 + VitD3 drops,,8051887180158,Lọ,280000,,,,1
PVN3298,Đũa thần Inner,,PVN3298,Cái,25000,,,,1
PVN3297,Max Clean Vir,,8936184470716,Chai,30000,,,,1
PVN3294,Dr Derma 20g,,8936204312194,Tub,40000,,,,1
PVN3293,Tiêu khiết thanh gói,,8936120630648,Hộp,160000,,,,1
PVN3292,Dưỡng ẩm Glutaphil,,PVN3292,Lọ,100000,,,,1
PVN3291,Glutathion -TS,,8936095693143,Lọ,250000,,,,1
PVN3289,Tán huyết Vispa,,8936116601218,Vỉ,30000,,,,1
PVN3290,Tán huyết Vispa - Hộp,,PVN3290,Hộp,90000,,,,1
PVN3288,Sữa ong chúa Beauty Queen,,8936095693709,Hộp,180000,,,,1
PVN3287,Dạ dày Kiện Tỳ G&H,,8936031645366,Lọ,120000,,,,1
PVN3286,Liver Vispa,,8936116601195,Lọ,180000,,,,1
PVN3284,Rosuvastatin 20mg,,PVN3284,Vỉ,50000,,,,1
PVN3285,Rosuvastatin 20mg - Hộp,,PVN3285,Hộp,150000,,,,1
PVN3283,Ciprobay 500mg,,PVN3283,Vỉ,180000,,,,1
PVN3282,Depakine 500mg,,3582910009528,Lọ,280000,,,,1
PVN3280,Bổ thần kinh H9000 Letco,,8938540612013,Vỉ,35000,,,,1
PVN3281,Bổ thần kinh H9000 Letco - Hộp,,PVN3281,Hộp,105000,,,,1
PVN3279,Sữa tắm thảo dược Yumiko,,8938520966105,Lọ,50000,,,,1
PVN3278,"Dexamethason 0,5mg",,PVN3278,Vỉ,5000,,,,1
PVN3277,ILLIXIME Tai,,PVN3277,Lọ,60000,,,,1
PVN3275,Dilodin,,8935206019308,Vỉ,25000,,,,1
PVN3276,Dilodin - Hộp,,PVN3276,Hộp,125000,,,,1
PVN3273,Hamett,,8935206019346,Gói,4000,,,,1
PVN3274,Hamett - Hộp,,PVN3274,Hộp,96000,,,,1
PVN3272,Sữa rửa mặt Senka mở thâm,,4550516705464,Tub,90000,,,,1
PVN3270,Mọc chìa khoá,,PVN3270,Cái,10000,,,,1
PVN3269,Dụng cụ lấy mụn,,6943182800614,Bộ,15000,,,,1
PVN3267,Hoạt huyết Tiền đình V&Đ,,8936095693846,Vỉ,50000,,,,1
PVN3268,Hoạt huyết Tiền đình V&Đ - Hộp,,PVN3268,Hộp,150000,,,,1
PVN3265,Vitamin C TX,,8933035305616,Ống,5000,,,,1
PVN3266,Vitamin C TX - Hộp,,PVN3266,Hộp,100000,,,,1
PVN3263,Zin C VĐ,,8936031640880,Ống,7500,,,,1
PVN3264,Zin C VĐ - Hộp,,PVN3264,Hộp,150000,,,,1
PVN3261,Rutin Vido,,8936208021771,Vỉ,15000,,,,1
PVN3262,Rutin Vido - Hộp,,PVN3262,Hộp,150000,,,,1
PVN3259,Zin C Mega,,8936208022334,Vỉ,50000,,,,1
PVN3260,Zin C Mega - Hộp,,PVN3260,Hộp,150000,,,,1
PVN3258,Bổ phế Pharbaco 100ml,,8934903004471,Lọ,45000,,,,1
PVN3256,Bostekid 30mg,,8936160640904,Gói,5000,,,,1
PVN3257,Bostekid 30mg - Hộp,,PVN3257,Hộp,150000,,,,1
PVN3255,Kem ngọc châu bé 20g,,8936009152858,Tub,12000,,,,1
PVN3254,Brain DHA bổ não trẻ em,,8936031640873,Hộp,150000,,,,1
PVN3253,Coenzyme Q10 - Eric,,4752286001467,Lọ,320000,,,,1
PVN3251,Thymogold 160mg ( Vỉ),,PVN3251,Vỉ,50000,,,,1
PVN3252,Thymogold 160mg ( Vỉ) - Hộp,,PVN3252,Hộp,300000,,,,1
PVN3249,Miếng dán hạ sốt Fever Cold,,PVN3249,Gọi,15000,,,,1
PVN3250,Miếng dán hạ sốt Fever Cold - Hộp,,PVN3250,Hộp,45000,,,,1
PVN3248,Ho Coughlesflu,,PVN3248,Lọ,60000,,,,1
PVN3247,Cal TH MK7,,PVN3247,Lọ,180000,,,,1
PVN3246,Xịt An Xoang TH,,PVN3246,Lọ,60000,,,,1
PVN3244,Men 5 Bill Bio sharvino,,8938531419874,Ống,10000,,,,1
PVN3245,Men 5 Bill Bio sharvino - Hộp,,PVN3245,Hộp,200000,,,,1
PVN3242,Bổ thần kinh Sharvin gold,,8938531419416,Vỉ,40000,,,,1
PVN3243,Bổ thần kinh Sharvin gold - Hộp,,PVN3243,Hộp,120000,,,,1
PVN3241,Xịt mũi ZolinX,,8938541668385,Lọ,25000,,,,1
PVN3239,Viên đặt Dr Gynax,,8938541668347,Vỉ,60000,,,,1
PVN3240,Viên đặt Dr Gynax - Hộp,,PVN3240,Hộp,120000,,,,1
PVN3238,Tân Thanh Khiếu siro,,8935251701128,Lọ,60000,,,,1
PVN3237,GS Imunostim junio,,8594032758821,Hộp,260000,,,,1
PVN3236,Promethazin 10g,,PVN3236,Tub,10000,,,,1
PVN3234,Cephalexin 500 - Lexin,,8901872002715,Vỉ,10000,,,,1
PVN3235,Cephalexin 500 - Lexin - Hộp,,PVN3235,Hộp,100000,,,,1
PVN3232,Traphaton,,8934940033748,Vỉ,30000,,,,1
PVN3233,Traphaton - Hộp,,PVN3233,Hộp,180000,,,,1
PVN3230,Traphaton,,,Vỉ,30000,,,,1
PVN3228,Viên bổ tổng hợp Go Sport,,8936095693297,Vỉ,40000,,,,1
PVN3229,Viên bổ tổng hợp Go Sport - Hộp,,PVN3229,Hộp,120000,,,,1
PVN3227,Go E Sun Beauty,,8936031645519,Lọ,180000,,,,1
PVN3225,Go Cốm dạ dày Sakuro,,8936031645533,Gói,8000,,,,1
PVN3226,Go Cốm dạ dày Sakuro - Hộp,,PVN3226,Hộp,224000,,,,1
PVN3224,Xịt vệ sinh Mũi HG,,8938528914313,Lọ,30000,,,,1
PVN3223,Ati Gluco 500,,PVN3223,Lọ,150000,,,,1
PVN3221,Lansoprazole Reflan,,PVN3221,Vỉ,30000,,,,1
PVN3222,Lansoprazole Reflan - Hộp,,PVN3222,Hộp,90000,,,,1
PVN3219,Pantoprazole Tavomac,,PVN3219,Vỉ,15000,,,,1
PVN3220,Pantoprazole Tavomac - Hộp,,PVN3220,Hộp,45000,,,,1
PVN3217,Vastarelod  80mg,,PVN3217,Vỉ,0,,,,1
PVN3218,Vastarelod  80mg - Hộp,,PVN3218,Hộp,0,,,,1
PVN3216,Calci Nano,,8936203429640,Lọ,200000,,,,1
PVN3215,Tydop Women,,PVN3215,Vỉ,10000,,,,1
PVN3214,Máy huyết áp omron 7180,,4975479495304,Cái,930000,,,,1
PVN3213,Vitamin 3B Tăng cường sức khoẻ,,8936178750244,Vỉ,100000,,,,1
PVN3212,Bôi zona TK,,PVN3212,Lọ,20000,,,,1
PVN3211,Tăm chỉ Hilo Dental (Hộp 180),,6970832125537,Hộp,55000,,,,1
PVN3210,Chỉ nha khoa Mento,,6970832125667,Gói,35000,,,,1
PVN3209,Kem dưỡng trắng mờ thâm ngày 2X Melas,,PVN3209,Lọ,300000,,,,1
PVN3208,Hình dán trẻ em,,PVN3208,Hộp,5000,,,,1
PVN3206,Oresolac 3b,,8936061611386,Gói,1000,,,,1
PVN3207,Oresolac 3b - Hộp,,PVN3207,Hộp,40000,,,,1
PVN3204,Suveal,,PVN3204,Vỉ,0,,,,1
PVN3205,Suveal - Hộp,,PVN3205,Hộp,400000,,,,1
PVN3203,Nacurgo xịt,,8938518758026,Lọ,240000,,,,1
PVN3201,Methyl Boston 4,,PVN3201,Vỉ,12000,,,,1
PVN3202,Methyl Boston 4 - Hộp,,PVN3202,Hộp,120000,,,,1
PVN3199,Phillclonestyl 250,,PVN3199,Vỉ,25000,,,,1
PVN3200,Phillclonestyl 250 - Hộp,,PVN3200,Hộp,75000,,,,1
PVN3197,Boxyzin,,PVN3197,Vỉ,15000,,,,1
PVN3198,Boxyzin - Hộp,,PVN3198,Hộp,75000,,,,1
PVN3196,Thử ma tuý 5 chân,,PVN3196,Cái,50000,,,,1
PVN3194,Men Bio Mẻacine,,8936065624559,Ống,6000,,,,1
PVN3195,Men Bio Mẻacine - Hộp,,PVN3195,Hộp,144000,,,,1
PVN3192,Allopurinol Savi,,PVN3192,Vỉ,12000,,,,1
PVN3193,Allopurinol Savi - Hộp,,PVN3193,Hộp,35000,,,,1
PVN3191,Savi Pamol Extra,,8936036004069,Vỉ,10000,,,,1
PVN3190,Viên sủi mát gan Actiso,,PVN3190,Tub,40000,,,,1
PVN3189,Sữa rửa mặt Cera ve 236ml,,3337875597197,Chai,290000,,,,1
PVN3188,Kim Nguyệt kiều,,8938520988077,Hộp,85000,,,,1
PVN3187,Dầu gấc Omega 3.6.9,,8938527378475,Lọ,100000,,,,1
PVN3186,An Thần Tâm Bình,,PVN3186,Hộp,140000,,,,1
PVN3185,Evocative ad,,8936098966848,Vỉ,185000,,,,1
PVN3183,Gentusi ÂD,,4840456001703,Vỉ,133000,,,,1
PVN3184,Gentusi ÂD - Hộp,,PVN3184,Hộp,265000,,,,1
PVN3182,Ferlatum sắt,,PVN3182,Lọ,25000,,,,1
PVN3181,Túi thơm Hygiene,,8850092308025,Viên,30000,,,,1
PVN3179,Fe folic,,8938536295107,Vỉ,15000,,,,1
PVN3180,Fe folic - Hộp,,PVN3180,Hộp,150000,,,,1
PVN3178,Bột rau má đậu xanh Cần Tây,,8936139777983,Lọ,100000,,,,1
PVN3176,Viên vai gáy Tadaflex,,8936144657966,Vỉ,35000,,,,1
PVN3177,Viên vai gáy Tadaflex - Hộp,,PVN3177,Hộp,100000,,,,1
PVN3175,Onega 369 Diệp Lục,,8938538056126,Lọ,100000,,,,1
PVN3174,Xịt họng Xuyên Tâm Liên Bạch Hầu,,8936200994684,Lọ,40000,,,,1
PVN3172,Bổ thần kinh RH 1500,,8936201160330,Vỉ,35000,,,,1
PVN3173,Bổ thần kinh RH 1500 - Hộp,,PVN3173,Hộp,100000,,,,1
PVN3171,Probiotic drop,,8051887180103,Lọ,280000,,,,1
PVN3170,Viên uống tố nữ Estro Eva,,8938554225162,Hộp,300000,,,,1
PVN3169,Kingsu,,PVN3169,Lọ,295000,,,,1
PVN3167,Vitamin C pluss 3000,,8936207570096,Vỉ,25000,,,,1
PVN3168,Vitamin C pluss 3000 - Hộp,,PVN3168,Hộp,100000,,,,1
PVN3165,Glucophage 1000mg,,PVN3165,Vỉ,70000,,,,1
PVN3166,Glucophage 1000mg - Hộp,,PVN3166,Hộp,130000,,,,1
PVN3164,Activheal Hydrogel,,PVN3164,Tub,150000,,,,1
PVN3163,Kid well Immuno Fort,,8938549594112,Chai,150000,,,,1
PVN3161,Vitamin E 400IU,,8936134270403,Vỉ,20000,,,,1
PVN3162,Vitamin E 400IU - Hộp,,PVN3162,Hộp,60000,,,,1
PVN3160,Gel bôi trơn Adevax jelly,,8936184160129,Tub,70000,,,,1
PVN3159,Son dưỡng môi - Tây Ban Nha,,8437014389814,Tub,150000,,,,1
PVN3158,Pariet 20mg,,PVN3158,Vỉ,295000,,,,1
PVN3157,Sụn cá mập Nhật,,4571157251707,Lọ,450000,,,,1
PVN3155,Muối Fysoline 5ml,,3401042933641,Ống,4000,,,,1
PVN3156,Muối Fysoline 5ml - Hộp,,PVN3156,Hộp,150000,,,,1
PVN3153,Go viên ngủ ngon,,8936095693280,Vỉ,50000,,,,1
PVN3154,Go viên ngủ ngon - Hộp,,PVN3154,Hộp,150000,,,,1
PVN3152,Men sống En5Bill Bào tử,,8936116603694,Ống,8000,,,,1
PVN3151,Tố nữ Go Sakuro,,8936031645588,Hộp,350000,,,,1
PVN3149,Long huyết A/N,,8938541668071,Vỉ,30000,,,,1
PVN3148,Xịt mũi họng Ecto Shine,,8936102641990,Hộp,70000,,,,1
PVN3147,Cloleo 15g,,8935338100516,Tub,20000,,,,1
PVN3146,Sủi Multivitamin Letco,,8935358900073,Tub,40000,,,,1
PVN3145,Cà gai leo with arginine GT,,8936101741363,Lọ,120000,,,,1
PVN3144,Viên dưỡng khớp Shine joint,,8936102642744,Hộp,280000,,,,1
PVN3143,Bàn chải EQ Tech,,8936182890103,Cái,35000,,,,1
PVN3142,Dầu gội phủ bạc Deltok,,PVN3142,Hộp,150000,,,,1
PVN3141,Dung dịch nhỏ mắt nhân tạo EPA,,8936223170584,Lọ,60000,,,,1
PVN3139,Febustad 80mg,,8936106320099,Vỉ,170000,,,,1
PVN3140,Febustad 80mg - Hộp,,PVN3140,Hộp,510000,,,,1
PVN3137,Hapacol 650mg,,8935206022261,Vỉ,10000,,,,1
PVN3138,Hapacol 650mg - Hộp,,PVN3138,Hộp,100000,,,,1
PVN3135,Kozo hoạt huyết tiền đình,,PVN3135,Vỉ,50000,,,,1
PVN3136,Kozo hoạt huyết tiền đình - Hộp,,PVN3136,Hộp,250000,,,,1
PVN3133,Sapugin,,8936057520401,Hộp,150000,,,,1
PVN3132,Collasun,,8936065623484,Hộp,500000,,,,1
PVN3130,Táo đỏ Hàn không hộp,,PVN3130,Túi,100000,,,,1
PVN3129,Kore Gooud plus,,8936203420388,Lọ,120000,,,,1
PVN3128,Vitamin C plus FDA,,,Hộp,100000,,,,1
PVN3127,Sữa Obisure Gold Sụn vi cá mập,,8936139773282,Lon,300000,,,,1
PVN3126,Tăm bông Yuki,,8938505974187,lọ,0,,,,1
PVN3124,Giải độc gan Sharvin,,8938531419201,vỉ,12500,,,,1
PVN3125,Giải độc gan Sharvin - Hộp,,PVN3125,Hộp,150000,,,,1
PVN3123,Cloromis rắc vết thương,,PVN3123,lọ,15000,,,,1
PVN3122,Deslorafast 5mg,,PVN3122,vỉ,45000,,,,1
PVN3121,Xà phòng tía tô,,8809311210571,Hộp,90000,,,,1
PVN3120,Diprocin nhỏ tai,,PVN3120,lọ,60000,,,,1
PVN3118,Panadol viên sủi,,PVN3118,Vỉ,15000,,,,1
PVN3119,Panadol viên sủi - Hộp,,PVN3119,Hộp,90000,,,,1
PVN3116,Sonazamin,,8936149893727,Vỉ,90000,,,,1
PVN3117,Sonazamin - Hộp,,PVN3117,Hộp,270000,,,,1
PVN3115,Povidol  500ml,,PVN3115,lọ,30000,,,,1
PVN3114,Aphacool - cảm,,PVN3114,Vỉ,10000,,,,1
PVN3113,Nước giặt xả Elysa,,8938555207006,Can,150000,,,,1
PVN3112,Kem chống nắng Emhappy,,8935092205113,lọ,90000,,,,1
PVN3111,Sữa rửa mặt perfect mờ thầm,,PVN3111,Tub,105000,,,,1
PVN3110,"Otrivin 0,1 nhỏ",,PVN3110,lọ,50000,,,,1
PVN3109,"Indocollyre 0,1%",,PVN3109,Lọ,90000,,,,1
PVN3108,Đông trùng hạ thảo Thái Minh,,8938530153373,Hộp,650000,,,,1
PVN3107,Đông trùng Hạ Thảo Sapa,,8936021771570,Lọ,200000,,,,1
PVN3106,Detox Chocolate 270g,,8936021770047,Hộp,120000,,,,1
PVN3105,Ameflu nigh siro,,PVN3105,Lọ,25000,,,,1
PVN3104,Belara,,5997001316399,Vỉ,65000,,,,1
PVN3103,Kem hăm tã rau má,,8936204311852,tuýp,35000,,,,1
PVN3102,Broncho-Vanxom (trẻ em),,PVN3102,Hộp,160000,,,,1
PVN3101,Broncho-Vanxom (lớn),,PVN3101,Hộp,220000,,,,1
PVN3100,Fitobimi - DHA,,PVN3100,Lọ,340000,,,,1
PVN3098,ico nano,,PVN3098,vỉ,35000,,,,1
PVN3099,ico nano - Hộp,,PVN3099,Hộp,105000,,,,1
PVN3096,Nan,,PVN3096,ống,5000,,,,1
PVN3097,Nan - Hộp,,PVN3097,Hộp,80000,,,,1
PVN3095,kem đánh răng Ngọc Châu 170g,,PVN3095,tuýp,64000,,,,1
PVN3093,DC FERO,,8938518774699,vỉ,30000,,,,1
PVN3094,DC FERO - Hộp,,PVN3094,Hộp,150000,,,,1
PVN3092,Canxi nano oscar,,8936193787751,Hộp,150000,,,,1
PVN3090,ginseng phaton,,8936116601959,vỉ,15000,,,,1
PVN3091,ginseng phaton - Hộp,,PVN3091,Hộp,150000,,,,1
PVN3089,Mebifaclor 125/5 (60ml),,PVN3089,lọ,110000,,,,1
PVN3087,Nady spasmyl,,PVN3087,vỉ,25000,,,,1
PVN3088,Nady spasmyl - Hộp,,PVN3088,Hộp,250000,,,,1
PVN3085,Kem đánh răng Eucryl,,5011309895513,tuýp,45000,,,,1
PVN3084,Kem dưỡng toàn thân Snow White,,8809305995989,lọ,290000,,,,1
PVN3082,Ferromax Extra,,8938500363580,Vỉ,15000,,,,1
PVN3083,Ferromax Extra - Hộp,,PVN3083,Hộp,150000,,,,1
PVN3081,Philatop Đạm sữa non,,8936194788016,Hộp,20000,,,,1
PVN3080,"Tifoxan - Ofloxacin 0,3%",,8936065621930,Lọ,20000,,,,1
PVN3079,Bọt vệ sinh phụ nữ Xcare women,,8936065624498,Lọ,110000,,,,1
PVN3078,Kem Trứng cá Esunvy 25g,,8936065622906,Tub,100000,,,,1
PVN3077,sữa tắm Yoosun rau má,,8938503584289,Lọ,130000,,,,1
PVN3076,Dầu gội Thái dương 7 gold (hoa phong lan),,PVN3076,lọ,120000,,,,1
PVN3075,Cosamin xương khớp,,8938549661166,Lọ,200000,,,,1
PVN3074,Test thử thai Quick 3,,8936079382520,Hộp,10000,,,,1
PVN3072,Counterpain 5g,,8935206027990,Tub,15000,,,,1
PVN3071,Nước hoa hồng NMN,,4571365222810,Lọ,150000,,,,1
PVN3070,Viên uống Cinal C,,PVN3070,Hộp,250000,,,,1
PVN3069,Trị nám Transamin,,PVN3069,Hộp,500000,,,,1
PVN3068,Kem dưỡng trắng mờ thâm nám Pretty skin melas 2x,,8809733219190,hộp,350000,,,,1
PVN3067,Serum dưỡng ẩm da Lebelage,,8809445611435,Lọ,180000,,,,1
PVN3066,Viên cấp nước Aqua Rich,,8801007216690,Hộp,320000,,,,1
PVN3065,Bộ triết mỹ phẩm,,6945676408450,túi,25000,,,,1
PVN3064,Bịt mắt cute,,PVN3064,cái,20000,,,,1
PVN3063,Rigevidon,,PVN3063,Hộp,60000,,,,1
PVN3061,Men Bio Enter New,,PVN3061,ống,8000,,,,1
PVN3062,Men Bio Enter New - Hộp,,PVN3062,Hộp,150000,,,,1
PVN3060,An dạ forday,,PVN3060,Hộp,90000,,,,1
PVN3058,Eurobe chất xơ,,PVN3058,ống,5000,,,,1
PVN3059,Eurobe chất xơ - Hộp,,PVN3059,Hộp,100000,,,,1
PVN3057,Bio kozo,,PVN3057,lọ,100000,,,,1
PVN3055,Gel dạ dày royal,,PVN3055,gói,8000,,,,1
PVN3056,Gel dạ dày royal - Hộp,,PVN3056,Hộp,224000,,,,1
PVN3054,Dầu gội thái dương 7 (hoa hồng pháp),,PVN3054,lọ,120000,,,,1
PVN3053,Ngậm bổ phế NH candy,,PVN3053,gói,14000,,,,1
PVN3052,NMN haruu,,PVN3052,lọ,1500000,,,,1
PVN3051,kẹo Abu Adi (giấy),,PVN3051,hộp,5000,,,,1
PVN3050,Đạm nhi Bio letco,,PVN3050,Hộp,150000,,,,1
PVN3049,Sắt Ion tasty 30ml,,8051887180134,Lọ,250000,,,,1
PVN3048,Zin C Giọt 30ml - Bambi,,8051887180172,Lọ,250000,,,,1
PVN3047,Xịt họng Khiết Khang,,017747797,Lọ,80000,,,,1
PVN3045,Ferrola,,PVN3045,vỉ,60000,,,,1
PVN3046,Ferrola - Hộp,,PVN3046,Hộp,300000,,,,1
PVN3044,Trà Hạ men ích gan CH,,PVN3044,Hộp,100000,,,,1
PVN3043,Trà hạ mỡ giảo cổ lam CH,,PVN3043,Hộp,100000,,,,1
PVN3042,Trà thìa canh túi lọc CH,,PVN3042,Hộp,50000,,,,1
PVN3041,Trapha xịt,,PVN3041,lọ,30000,,,,1
PVN3040,calci MK7 MAX,,PVN3040,lọ,400000,,,,1
PVN3039,Horus liver (lọ),,PVN3039,lọ,130000,,,,1
PVN3038,An Phế Dưỡng phổi,,8936102642300,Lọ,150000,,,,1
PVN3036,Even detox,,PVN3036,vỉ,22000,,,,1
PVN3037,Even detox - Hộp,,PVN3037,Hộp,250000,,,,1
PVN3034,Tieutry,,PVN3034,Vỉ,50000,,,,1
PVN3035,Tieutry - Hộp,,PVN3035,Hộp,150000,,,,1
PVN3032,Celecoxib 400 - Medcoxib,,PVN3032,vỉ,40000,,,,1
PVN3033,Celecoxib 400 - Medcoxib - Hộp,,PVN3033,Hộp,120000,,,,1
PVN3031,Thuốc cam Hàng Bạc,,PVN3031,Hộp,0,,,,1
PVN3029,Cefdinir 125- cophavic,,PVN3029,gói,8000,,,,1
PVN3030,Cefdinir 125- cophavic - Hộp,,PVN3030,Hộp,80000,,,,1
PVN3028,cefdinir 300- cophavic,,PVN3028,Vỉ,110000,,,,1
PVN3027,Neopeptine lọ,,PVN3027,lọ,56000,,,,1
PVN3026,Bàn chải EQ Pro,,PVN3026,cái,30000,,,,1
PVN3024,Lidocain tiêm,,PVN3024,ống,1000,,,,1
PVN3025,Lidocain tiêm - Hộp,,PVN3025,Hộp,100000,,,,1
PVN3023,Kem Nhất Nhất 5g,,PVN3023,tuýp,35000,,,,1
PVN3022,Kẹo dẻo cá sấu,,PVN3022,lọ,10000,,,,1
PVN3021,Mỡ Hydrocortison,,PVN3021,tuýp,29000,,,,1
PVN3020,Chlorocina -H,,PVN3020,tuýp,10000,,,,1
PVN3018,Khẩu trang ODA 5D hồng,,PVN3018,gói,10000,,,,1
PVN3019,Khẩu trang ODA 5D hồng - Hộp,,PVN3019,Hộp,50000,,,,1
PVN3016,Khẩu trang ODA 5D xám,,PVN3016,gói,10000,,,,1
PVN3017,Khẩu trang ODA 5D xám - Hộp,,PVN3017,Hộp,50000,,,,1
PVN3014,Khẩu trang ODA 5D trắng,,PVN3014,gói,10000,,,,1
PVN3015,Khẩu trang ODA 5D trắng - Hộp,,PVN3015,Hộp,50000,,,,1
PVN3013,Sữa Bone care Milk,,PVN3013,lon,250000,,,,1
PVN3012,sữa Obisure Diabest gold,,PVN3012,lon,250000,,,,1
PVN3011,Kẹo Xylitol lọ to (xanh),,PVN3011,lọ,55000,,,,1
PVN3010,kẹo Xylitol lọ to (tím),,PVN3010,lọ,55000,,,,1
PVN3009,FITOBIBIMBI ngủ ngon,,PVN3009,Hộp,320000,,,,1
PVN3008,Ích giáp vương,,PVN3008,Hộp,210000,,,,1
PVN3007,Panh cầm máu,,PVN3007,cái,25000,,,,1
PVN3005,Vitamin K tiêm,,PVN3005,ống,10000,,,,1
PVN3006,Vitamin K tiêm - Hộp,,PVN3006,Hộp,100000,,,,1
PVN3004,DSK Age,,PVN3004,hộp,0,,,,1
PVN3003,Bổ phế Bướm Bạc lớn,,PVN3003,lọ,60000,,,,1
PVN3002,Bổ phế Bướm Bạc kids,,PVN3002,lọ,0,,,,1
PVN3001,Nga Phụ Khang - Cặp,,8936120631188,Lọ,1260000,,,,1
PVN3000,DHA - Omega,,8938527378734,Lọ,150000,,,,1
PVN2999,Son panteno lips,,PVN2999,tuýp,85000,,,,1
PVN2992,Dầu gội Sunsilk,,PVN2992,Lọ,0,,,,1
PVN2986,Kem đánh răng Ngọc Châu kids,,PVN2986,lọ,33000,,,,1
PVN2984,Men bifina extra,,PVN2984,gói,40000,,,,1
PVN2985,Men bifina extra - Hộp,,PVN2985,Hộp,1200000,,,,1
PVN2983,Thạch Bio-acimin chất xơ,,PVN2983,Hộp,0,,,,1
PVN2982,Kem bôi da ích nhi,,PVN2982,Lọ,36000,,,,1
PVN2980,Sữa Bio colos A2,,PVN2980,Hộp,7000,,,,1
PVN2981,Sữa Bio colos A2 - thùng,,PVN2981,thùng,336000,,,,1
PVN2979,C minion,,PVN2979,lọ,5000,,,,1
PVN2978,Collagen bôi,,8809576700046,vỉ,110000,,,,1
PVN2977,Toner B5,,8809733218728,lọ,300000,,,,1
8936219277778,NMN Glutathion Nano 32000++,,8938539992539,Hộp,180000,,,,1
PVN2974,Vitamin 3B Viphar,,PVN2974,vỉ,10000,,,,1
PVN2975,Vitamin 3B Viphar - Hộp,,PVN2975,Hộp,90000,,,,1
PVN2973,Pregnavita DHA,,8936126521353,hộp,180000,,,,1
PVN2972,Vitamin E đỏ FDA 2000IU,,8936200994608,lọ,100000,,,,1
PVN2971,Bàn chải panda,,PVN2971,cái,30000,,,,1
PVN2970,canxi nano sharvin,,PVN2970,hộp,180000,,,,1
PVN2969,Giải độc gan Tuệ Linh,,PVN2969,hộp,215000,,,,1
PVN2968,Dễ ngủ tuệ linh,,PVN2968,hộp,50000,,,,1
PVN2967,Đai lưng Olumba,,PVN2967,hộp,380000,,,,1
PVN2966,siro Hoàng thiên đơn,,PVN2966,lọ,50000,,,,1
PVN2965,Xytaz kids,,PVN2965,lọ,40000,,,,1
PVN2964,kem bôi permeton 5%,,PVN2964,tuýp,85000,,,,1
PVN2963,Oatrum Kids,,PVN2963,lọ,60000,,,,1
PVN2961,panadol thường,,PVN2961,vỉ,12000,,,,1
PVN2962,panadol thường - Hộp,,PVN2962,Hộp,120000,,,,1
PVN2960,muối 1 lít,,PVN2960,lọ,10000,,,,1
PVN2959,Cinnarizine sopharma,,PVN2959,vỉ,20000,,,,1
PVN2958,nevanac,,PVN2958,lọ,160000,,,,1
PVN2957,D3K2 Hiup,,PVN2957,lọ,0,,,,1
PVN2956,Black mores Conceive wellb,,9300807239346,Hộp,500000,,,,1
PVN2955,Xịt mũi Sea Sons (trẻ em),,PVN2955,Lọ,30000,,,,1
PVN2954,Xịt mũi Sea Sons (lớn),,PVN2954,Lọ,30000,,,,1
